"NAME","ZIP","asset_size","MAINOFF","CERT","OFFNAME"
"Cb&S Bank, Inc.","35653","1476381.0","1","15310","Cb&S Bank, Inc."
"Iowa Falls State Bank","50126","122711.0","1","15311","Iowa Falls State Bank"
"The St. Marys State Bank","66536","89788.0","1","15312","The St. Marys State Bank"
"Laurens State Bank","50554","64732.0","1","15320","Laurens State Bank"
"First State Bank","50595","366591.0","1","15321","First State Bank"
"Silver Lake Bank","66608","253687.0","1","15323","Silver Lake Bank"
"Security Bank & Trust Company","55336","455943.0","1","15324","Security Bank & Trust Company"
"The Union Banking Company","43358","56453.0","1","15326","The Union Banking Company"
"The First State Bank, Kiowa, Kansas","67070","75950.0","1","15328","The First State Bank, Kiowa, Kansas"
"Citizens State Bank - Midwest","58220","117606.0","1","15333","Citizens State Bank - Midwest"
"Rolling Hills Bank & Trust","50022","232078.0","1","15334","Rolling Hills Bank & Trust"
"Durden Banking Company, Incorporated","30471","159127.0","1","15336","Durden Banking Company, Incorporated"
"The Hondo National Bank","78861","258161.0","1","15345","The Hondo National Bank"
"Commerce Bank Texas","78160","48430.0","1","15346","Commerce Bank Texas"
"Security Bank Of Pulaski County","65584","96000.0","1","15347","Security Bank Of Pulaski County"
"First Bank And Trust Company","73601","54228.0","1","15348","First Bank And Trust Company"
"Marion State Bank","78124","92651.0","1","15355","Marion State Bank"
"Southern Bank And Trust Company","28365","2169478.0","1","15359","Southern Bank And Trust Company"
"Belt Valley Bank","59412","59005.0","1","15362","Belt Valley Bank"
"First State Bank","68771","62604.0","1","15364","First State Bank"
"Farmers State Bank","76642","133609.0","1","15367","Farmers State Bank"
"First State Bank","50585","36773.0","1","15369","First State Bank"
"The Henry County Bank","43545","281319.0","1","15384","The Henry County Bank"
"Rcb Bank","74017","2478939.0","1","15399","Rcb Bank"
"Houghton State Bank","51566","173216.0","1","15405","Houghton State Bank"
"Legacy Bank","50009","92329.0","1","15414","Legacy Bank"
"Peoples Bank Of Wyaconda, Missouri","63445","88904.0","1","15415","Peoples Bank Of Wyaconda, Missouri"
"Winthrop State Bank","55396","26496.0","1","15417","Winthrop State Bank"
"American Bank Of Missouri","63384","160907.0","1","15423","American Bank Of Missouri"
"Almena State Bank","67622","37223.0","1","15426","Almena State Bank"
"Chelsea Savings Bank","52208","120108.0","1","15427","Chelsea Savings Bank"
"The First Trust & Savings Bank","51035","39890.0","1","15431","The First Trust & Savings Bank"
"American State Bank","57051","31608.0","1","15432","American State Bank"
"Farmers Bank & Capital Trust Company","40601","680719.0","1","15437","Farmers Bank & Capital Trust Company"
"Stock Growers Bank","58561","61525.0","1","15440","Stock Growers Bank"
"Pelham Banking Company","31779","72553.0","1","15441","Pelham Banking Company"
"Robert Lee State Bank","76945","46712.0","1","15442","Robert Lee State Bank"
"Lake Elmo Bank","55042","308683.0","1","15443","Lake Elmo Bank"
"American State Bank & Trust Company Of Williston","58801","670720.0","1","15444","American State Bank & Trust Company"
"Spur Security Bank","79370","45206.0","1","15460","Spur Security Bank"
"State Bank Of De Kalb","75559","175531.0","1","15463","State Bank Of De Kalb"
"United Southern Bank","32784","427348.0","1","15465","United Southern Bank"
"West Texas State Bank","79764","441218.0","1","15466","West Texas State Bank"
"The First State Bank Of Ransom","67572","47840.0","1","15469","The First State Bank Of Ransom"
"First State Bank Of Cando","58324","55357.0","1","15471","First State Bank Of Cando"
"First United Bank","58270","187267.0","1","15472","First United Bank"
"Citizens Bank Of Americus","31709","250725.0","1","15477","Citizens Bank Of Americus"
"United Valley Bank","58220","241765.0","1","15478","United Valley Bank"
"Coleman County State Bank","76834","104786.0","1","15480","Coleman County State Bank"
"Trubank","52577","120839.0","1","15484","Trubank"
"West Plains Bank And Trust Company","65775","344119.0","1","15489","West Plains Bank And Trust Company"
"First State Bank Of Blakely","39823","413505.0","1","15496","First State Bank Of Blakely"
"The Lytle State Bank Of Lytle, Texas","78052","84937.0","1","15501","The Lytle State Bank Of Lytle, Texas"
"State Bank","50659","377951.0","1","15503","State Bank"
"Ameristate Bank","74525","219115.0","1","15510","Ameristate Bank"
"First State Bank","76240","976930.0","1","15511","First State Bank"
"Citizens State Bank","76861","102454.0","1","15519","Citizens State Bank"
"Muenster State Bank","76252","167926.0","1","15523","Muenster State Bank"
"Centrebank","47987","67350.0","1","15532","Centrebank"
"First State Bank","58218","168299.0","1","15539","First State Bank"
"Frontier Bank","68118","333954.0","1","15545","Frontier Bank"
"Chillicothe State Bank","64601","123479.0","1","15546","Chillicothe State Bank"
"Bank Of Lake Village","71653","60601.0","1","15547","Bank Of Lake Village"
"Central Bank","50588","667254.0","1","15555","Central Bank"
"Pioneer Bank & Trust","57717","607711.0","1","15562","Pioneer Bank & Trust"
"First Southern Bank","62959","650803.0","1","15565","First Southern Bank"
"Hoosier Heartland State Bank","47933","155511.0","1","15566","Hoosier Heartland State Bank"
"First National Bank Of Pulaski","38478","733989.0","1","15572","First National Bank Of Pulaski"
"Rolfe State Bank","50581","46187.0","1","15575","Rolfe State Bank"
"Integrity Bank Plus","56293","59156.0","1","15578","Integrity Bank Plus"
"First Bank Of Coastal Georgia","31321","120128.0","1","15580","First Bank Of Coastal Georgia"
"Mid-Missouri Bank","65809","587086.0","1","15584","Mid-Missouri Bank"
"Bay Port State Bank","48720","93245.0","1","15585","Bay Port State Bank"
"First State Bank","69361","252066.0","1","15586","First State Bank"
"Taylor County Bank","42718","172765.0","1","15590","Taylor County Bank"
"Ipswich State Bank","57451","57206.0","1","15593","Ipswich State Bank"
"Security State Bank Of Kenyon","55946","54056.0","1","15597","Security State Bank Of Kenyon"
"Horizon Financial Bank","58352","142057.0","1","15598","Horizon Financial Bank"
"The Lyons State Bank","67554","102932.0","1","15604","The Lyons State Bank"
"The Hamilton Bank","64644","74903.0","1","15606","The Hamilton Bank"
"United Bank & Trust Company","40383","506147.0","1","15608","United Bank & Trust Company"
"Farmers And Merchants State Bank","50273","176076.0","1","15610","Farmers And Merchants State Bank"
"Oklahoma State Bank","74301","125310.0","1","15611","Oklahoma State Bank"
"West Bank","50266","1644262.0","1","15614","West Bank"
"First Farmers & Merchants State Bank Of Grand Meadow","55936","54700.0","1","15621","First Farmers & Merchants State Bank"
"Quoin Financial Bank","57362","156286.0","1","15629","Quoin Financial Bank"
"Greenfield Banking Company","46140","473199.0","1","15632","Greenfield Banking Company"
"State Bank & Trust Co.","50201","166298.0","1","15651","State Bank & Trust Co."
"Alliance Bank Central Texas","76710","189169.0","1","15657","Alliance Bank Central Texas"
"First State Bank","39367","756080.0","1","15663","First State Bank"
"Freedom Bank, Inc.","26250","150574.0","1","15664","Freedom Bank, Inc."
"Mills County State Bank","76844","288314.0","1","15669","Mills County State Bank"
"The Bank Of Clarendon","29102","225167.0","1","15671","The Bank Of Clarendon"
"Bank Of Ripley","38063","201211.0","1","15673","Bank Of Ripley"
"Citizens Bank & Trust Company","42718","218418.0","1","15675","Citizens Bank & Trust Company"
"Border State Bank","56726","376371.0","1","15684","Border State Bank"
"Grant County State Bank","46986","132062.0","1","15687","Grant County State Bank"
"Clear Lake Bank And Trust Company","50428","356892.0","1","15690","Clear Lake Bank And Trust Company"
"First Bank Of Linden","36748","77634.0","1","15695","First Bank Of Linden"
"Beneficial Bank","19107","4738000.0","1","15697","Beneficial Bank"
"Alma Exchange Bank & Trust","31510","86642.0","1","15699","Alma Exchange Bank & Trust"
"The Seymour Bank","65746","131977.0","1","15701","The Seymour Bank"
"Town & Country Bank And Trust Company","40004","265114.0","1","15703","Town & Country Bank And Trust Compan"
"The Casey County Bank, Inc.","42539","165998.0","1","15708","The Casey County Bank, Inc."
"Bloombank","47424","388571.0","1","15714","Bloombank"
"Dakota Community Bank & Trust, National Association","58638","775095.0","1","15728","Dakota Community Bank & Trust, National Association"
"Helena National Bank","72342","191904.0","1","15729","Helena National Bank"
"Security Bank Of Crawford","76638","22018.0","1","15731","Security Bank Of Crawford"
"Security Savings Bank","57013","186501.0","1","15734","Security Savings Bank"
"Security State Bank","50677","86098.0","1","15738","Security State Bank"
"Commercial Bank Of Mott","58646","99967.0","1","15741","Commercial Bank Of Mott"
"Granite Mountain Bank Inc Dba Granite Mountain Bank","59858","66145.0","1","15744","Granite Mountain Bank Inc Dba Granit"
"The Security State Bank","57332","42008.0","1","15749","The Security State Bank"
"The State Bank","64085","34406.0","1","15751","The State Bank"
"First State Bank","61342","846737.0","1","15752","First State Bank"
"The Bank Of Burlington","80807","69662.0","1","15759","The Bank Of Burlington"
"Citizens National Bank Of Albion","62806","324675.0","1","15760","Citizens National Bank Of Albion"
"First American Bank","74871","29159.0","1","15762","First American Bank"
"First National Bank Of Nokomis","62075","142982.0","1","15763","First National Bank Of Nokomis"
"First Security Bank-Hendricks","56136","23087.0","1","15767","First Security Bank-Hendricks"
"Northeast Georgia Bank","30553","422937.0","1","15771","Northeast Georgia Bank"
"Mediapolis Savings Bank","52637","141201.0","1","15772","Mediapolis Savings Bank"
"The Tilden Bank","68781","84912.0","1","15774","The Tilden Bank"
"First Financial Bank","58212","41273.0","1","15776","First Financial Bank"
"Grant County Bank","73759","75112.0","1","15778","Grant County Bank"
"The Farmers & Merchants Bank","54923","223465.0","1","15779","The Farmers & Merchants Bank"
"The Stock Exchange Bank, Caldwell, Kansas","67022","49964.0","1","15784","The Stock Exchange Bank, Caldwell, Kansas"
"First State Bank","57279","43935.0","1","15787","First State Bank"
"Peoples Bank Of Moniteau County","65046","57936.0","1","15792","Peoples Bank Of Moniteau County"
"Broadway National Bank","78209","3276652.0","1","15797","Broadway National Bank"
"Premier Community Bank","54950","267416.0","1","15799","Premier Community Bank"
"Farmers And Merchants Bank","38824","290938.0","1","15801","Farmers And Merchants Bank"
"First State Bank Of Wabasha","55981","130711.0","1","15804","First State Bank Of Wabasha"
"Iowa State Bank","50309","369185.0","1","15808","Iowa State Bank"
"Security State Bank & Trust","78624","834866.0","1","15809","Security State Bank & Trust"
"Farmers Bank","71646","43091.0","1","15810","Farmers Bank"
"Bank Of Early","39823","107509.0","1","15813","Bank Of Early"
"Central Bank & Trust Co.","40507","1966857.0","1","15815","Central Bank & Trust Co."
"Bank Of Benoit","38725","18012.0","1","15817","Bank Of Benoit"
"Red River State Bank","56548","44135.0","1","15820","Red River State Bank"
"Bank Of Hillsboro","63050","63656.0","1","15821","Bank Of Hillsboro"
"The Claxton Bank","30417","117874.0","1","15826","The Claxton Bank"
"Northwest Bank & Trust Company","52806","188474.0","1","15830","Northwest Bank & Trust Company"
"Security State Bank","50511","98284.0","1","15839","Security State Bank"
"Sunrise Bank Dakota","57564","60754.0","1","15847","Sunrise Bank Dakota"
"Security State Bank","50644","103027.0","1","15851","Security State Bank"
"The Farmers State Bank","66425","24558.0","1","15853","The Farmers State Bank"
"Community State Bank","48655","188461.0","1","15868","Community State Bank"
"The Peoples Bank","38663","387987.0","1","15871","The Peoples Bank"
"Milledgeville State Bank","61051","115335.0","1","15873","Milledgeville State Bank"
"Jourdanton State Bank","78026","166203.0","1","15879","Jourdanton State Bank"
"Twin Lakes Community Bank","72634","109304.0","1","15880","Twin Lakes Community Bank"
"Demotte State Bank","46310","365758.0","1","15883","Demotte State Bank"
"First State Bank","77351","336987.0","1","15898","First State Bank"
"The First State Bank & Trust Co. Of Larned","67550","131584.0","1","15899","The First State Bank & Trust Co. Of"
"The Four County Bank","31003","60704.0","1","15904","The Four County Bank"
"Community First Bank","69038","101995.0","1","15907","Community First Bank"
"Union State Bank","67432","136251.0","1","15908","Union State Bank"
"Savings Bank Of Danbury","6810","893033.0","1","15912","Savings Bank Of Danbury"
"First Community Bank And Trust","60401","140856.0","1","15913","First Community Bank And Trust"
"First State Bank Of West Salem","62476","17919.0","1","15916","First State Bank Of West Salem"
"S Bank","30427","94374.0","1","15926","S Bank"
"Farmers National Bank Of Griggsville","62340","78927.0","1","15928","Farmers National Bank Of Griggsville"
"Maxwell State Bank","50161","28576.0","1","15930","Maxwell State Bank"
"The Citizens Bank","29114","392487.0","1","15932","The Citizens Bank"
"The Citizens Bank","31639","253988.0","1","15934","The Citizens Bank"
"Peoples State Bank","78880","74170.0","1","15939","Peoples State Bank"
"Forest Park National Bank And Trust Company","60130","224502.0","1","15945","Forest Park National Bank And Trust"
"Iowa State Bank","50619","309632.0","1","15947","Iowa State Bank"
"Guaranty Bank And Trust Company","39038","632482.0","1","15953","Guaranty Bank And Trust Company"
"Fulton Savings Bank","13069","376699.0","1","15966","Fulton Savings Bank"
"Rondout Savings Bank","12401","314175.0","1","15969","Rondout Savings Bank"
"Ulster Savings Bank","12401","760301.0","1","15970","Ulster Savings Bank"
"The Oneida Savings Bank","13421","849365.0","1","15975","The Oneida Savings Bank"
